850118,occ,,,94474,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XXVIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,varcus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,2 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850120,occ,,,94475,Kongielechinus magnituberculatus,species,163259,,Kongielechinus magnituberculatus,,species,163259,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Kongielechinus,,,,,21.027779,50.883331,,"Sample XV, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,bed,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,20 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850124,occ,,,94477,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XVII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,bed,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,33 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850125,occ,,,94477,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XVII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,bed,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,33 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850127,occ,,,94477,Kongielechinus magnituberculatus,species,163259,,Kongielechinus magnituberculatus,,species,163259,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Kongielechinus,,,,,21.027779,50.883331,,"Sample XVII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,bed,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,33 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850133,occ,,,94477,Lepidocentrus rhenanus,species,163309,,Lepidocentrus rhenanus,,species,163308,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidocentrus,,,,,21.027779,50.883331,,"Sample XVII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,bed,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,33 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850134,occ,,,94478,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XVIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,44 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850135,occ,,,94478,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XVIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,44 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850137,occ,,,94478,Kongielechinus magnituberculatus,species,163259,,Kongielechinus magnituberculatus,,species,163259,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Kongielechinus,,,,,21.027779,50.883331,,"Sample XVIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,44 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850142,occ,,,94478,Lepidocentrus rhenanus,species,163309,,Lepidocentrus rhenanus,,species,163308,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidocentrus,,,,,21.027779,50.883331,,"Sample XVIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,44 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,Y,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850144,occ,,,94479,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XIX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,3 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850145,occ,,,94479,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XIX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,3 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850147,occ,,,94479,Kongielechinus magnituberculatus,species,163259,,Kongielechinus magnituberculatus,,species,163259,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Kongielechinus,,,,,21.027779,50.883331,,"Sample XIX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,3 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850148,occ,,,94479,Lepidocentrus rhenanus,species,163309,,Lepidocentrus rhenanus,,species,163308,Eifelian,,393.3,387.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidocentrus,,,,,21.027779,50.883331,,"Sample XIX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,small collection,,gp_mid,-12.13,-7.35,302,PL,,Grzegorzowice,,,group of beds,kockelianus,,,,,,,,,"""limestone""",Carbonate,,lithified,carbonaceous,Y,"""shale""",,lithified,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,3 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,carbonaceous,Y,"""shale""",,lithified,,,Eifelian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850149,occ,,,94480,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,group of beds,Hemiansatus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,7 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850150,occ,,,94480,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XX, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,group of beds,Hemiansatus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,7 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850151,occ,,,94481,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XXI, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Hemiansatus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,8 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850152,occ,,,94481,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XXI, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Hemiansatus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,8 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850153,occ,,,94482,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XXIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Polygnathus varcus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,excellent,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,20 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850154,occ,,,94482,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XXIII, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Polygnathus varcus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,excellent,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,20 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850157,occ,,,94483,Albertechinus devonicus,species,163255,,Albertechinus devonicus,,species,163255,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Albertechinus,,,,,21.027779,50.883331,,"Sample XXIV, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Polygnathus varcus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,1 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
850158,occ,,,94483,Lepidechinoides sp.,genus,32755,,Lepidechinoides,,genus,32755,Givetian,,387.7,382.7,Boczarowski,2001,31972,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Lepidocentridae,Lepidechinoides,,,,,21.027779,50.883331,,"Sample XXIV, Grzegorzowice - Skaly section",,,PL,Swietokrzyskie,Grzegorzowice - Skaly,based on nearby landmark,seconds,hand sample,,gp_mid,-7.84,-10.73,302,PL,,Grzegorzowice,,,bed,Polygnathus varcus,,,,,,,,,"""limestone""",Carbonate,,lithified,,Y,,,,,,shallow subtidal indet.,,,"mesofossils,microfossils",,,,,,,,body,,,time-averaged,,,,,,,,,,general faunal/floral,"bulk,chemical,mechanical,sieve",,,,1 kg,,,,,marine,Echinodermata,slow-moving,Perischoechinoidea,low-level epifaunal,Perischoechinoidea,limited,Echinoidea,grazer,Perischoechinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Grzegorzowice,,,,"""limestone""",,lithified,,Y,,,,,,Givetian,A. Boczarowski. 2001. Isolated sclerites of Devonian nonpelmatozoan echinoderms. Palaeontologia Polonica 59:3-220
